image        no.   paper label             tegula id  source
p74_22.png   431   3_2 6_4 - 4e N pmg      3102       picked
p74_23.png   432   3_2 6_4 - 4f N pm       2872       picked
p74_30.png   433   3_2 6_4 - 4g N pmg      2873       picked
p74_31.png   434   3_2 6_4 - 5a MN pmm     109        picked
p74_32.png   435   3_2 6_4 - 5b N pmg      3184       picked
p74_33.png   436   3_2 6_4 - 5c N p2       3199       picked
p74_40.png   437   3_2 6_4 - 5d N pm       3097       picked
p74_41.png   438   3_2 6_4 - 5e N pmg      3103       picked
p74_42.png   439   3_2 6_4 - 5f N cmm      2439       picked
p74_43.png   440   3_2 6_4 - 5g N pmg      2876       picked
p75_00.png   441   3_2 6_6 - a M p6m       73         auto
p75_01.png   442   3_2 6_6 - b p6          1150       auto
p75_02.png   443   3_3 6_1 - 1a MN p6      8904       auto
p75_03.png   444   3_3 6_2 - 1a MN p6m     32         auto
p75_10.png   445   3_3 6_2 - 1b N p6       417        auto
p75_11.png   446   3_3 6_2 - 1c N p31m     405        auto
p75_12.png   447   3_3 6_3 - 1a MN cmm     622        picked
p75_13.png   448   3_3 6_3 - 1b NF pmg     72757      picked
p75_20.png   449   3_3 6_3 - 1c NF p2      72959      picked
p75_21.png   450   3_3 6_3 - 1d NF cm      72759      picked
p75_22.png   451   3_3 6_3 - 1e NF pgg     72971      picked
p75_23.png   452   3_3 6_3 - 2a MNF p6     72966      picked
p75_30.png   453   3_3 6_3 - 3a MNF pgg    72970      picked
p75_31.png   454   3_3 6_3 - 4a MNF p4     72967      auto
p75_32.png   455   3_3 6_3 - 5a MNF p6     72968      picked
p75_33.png   456   3_3 6_3 - 6a MNF pgg    72969      picked
p75_40.png   457   3_3 6_3 - 7a MNF p2     72813      picked
p75_41.png   458   3_3 6_3 - 8a MNF pgg    72978      picked
p75_42.png   459   3_3 6_3 - 9a MN cmm     529        picked
p75_43.png   460   3_3 6_3 - 9b NF pmg     72691      picked
p76_00.png   461   3_3 6_3 - 9c NF p2      72794      picked
p76_01.png   462   3_3 6_3 - 9d NF cm      72692      picked
p76_02.png   463   3_3 6_3 - 9e NF pgg     72795      picked
p76_03.png   464   3_3 6_3 - 10a MNF pgg   72976      picked
p76_10.png   465   3_3 6_6 - 1a MN p6m     6          auto
p76_11.png   466   3_3 6_6 - 1b N p6       56         auto
p76_12.png   467   3_3 6_6 - 1c N p2       3230       auto
p76_13.png   468   3_3 6_6 - 1d N pgg      3232       auto
p76_20.png   469   3_3 6_6 - 1e N p31m     50         auto
p76_21.png   470   3_3 6_6 - 1f N pmg      3110       auto
p76_22.png   471   3_3 6_6 - 1g N cm       3131       auto
p76_23.png   472   3_3 6_6 - 1h N cmm      129        auto
p76_30.png   473   3_1 7_1 - 1a MN p31m    942        auto
p76_31.png   474   3_1 7_1 - 1b NF p3      209252     auto
p76_32.png   475   3_1 7_2 - a M pmm       3834       auto
p76_33.png   476   3_1 7_2 - b M cmm       3895       picked
p76_40.png   477   3_1 7_2 - 1a MN cmm     4787       picked
p76_41.png   478   3_1 7_2 - 2a MN p4g     4643       auto
p76_42.png   479   3_2 7_2 - a M pmm       843        auto
p76_43.png   480   3_2 7_2 - b M cmm       846        picked
p77_00.png   481   3_2 7_2 - c MF p2       209073     picked
p77_01.png   482   3_2 7_2 - d MF pgg      209113     picked
p77_02.png   483   3_2 7_2 - e MF pgg      209130     picked
p77_03.png   484   3_2 7_2 - f MF pgg      209111     picked
p77_10.png   485   3_2 7_2 - g F cmm       208792     picked
p77_11.png   486   3_2 7_2 - h F pmg       208937     picked
p77_12.png   487   3_2 7_2 - i F p2        209059     picked
p77_13.png   488   3_2 7_2 - j F pgg       209109     picked
p77_20.png   489   3_2 7_2 - k F pmg       208905     picked
p77_21.png   490   3_2 7_2 - l F p2        209052     picked
p77_22.png   491   3_2 7_2 - 1a MN cmm     869        picked
p77_23.png   492   3_2 7_2 - 1b NF pmg     208956     picked
p77_30.png   493   3_2 7_2 - 1c NF cm      208957     auto
p77_31.png   494   3_2 7_2 - 1d NF p2      209082     picked
p77_32.png   495   3_2 7_2 - 1e NF pgg     209139     picked
p77_33.png   496   3_2 7_2 - 2a MN cmm     874        picked
p77_40.png   497   3_2 7_2 - 2b NF p2      209085     picked
p77_41.png   498   3_2 7_2 - 2c NF pgg     209146     picked
p77_42.png   499   3_2 7_2 - 3a MNF pgg    209162     picked
p77_43.png   500   3_2 7_4 - a M cmm       3892       picked
p78_00.png   501   3_2 7_4 - 1a MN cmm     4793       picked
p78_01.png   502   3_2 7_4 - 2a MN cmm     3891       picked
p78_02.png   503   3_2 7_4 - 3a MN cmm     4792       picked
p78_03.png   504   3_3 7_1 - 1a MN p31m    260        auto
p78_10.png   505   3_3 7_1 - 1b N p3       25384      auto
p78_11.png   506   3_3 7_3 - 1a MNF p6     209342     auto
p78_12.png   507   3_3 7_3 - 2a MN pmg     982        picked
p78_13.png   508   3_3 7_3 - 2b NF p2      209098     picked
p78_20.png   509   3_3 7_3 - 2c NF pgg     209211     picked
p78_21.png   510   3_3 7_3 - 2d NF pgg     209106     picked
p78_22.png   511   3_3 7_3 - 2e NF pg      209404     picked
p78_23.png   512   3_3 7_3 - 3a MNF pgg    209212     picked
p78_30.png   513   3_3 7_3 - 4a MNF pgg    209218     picked
p78_31.png   514   3_3 7_3 - 5a MNF p2     209057     picked
p78_32.png   515   3_3 7_3 - 6a MNF pmg    208912     picked
p78_33.png   516   3_3 7_3 - 7a MN p4g     1016       auto
p78_40.png   517   3_3 7_3 - 7b NF p4      209341     auto
p78_41.png   518   3_3 7_3 - 7c NF pgg     209508     picked
p78_42.png   519   3_3 7_3 - 8a MN cm      1018       auto
p78_43.png   520   3_3 7_3 - 8b NF pg      209515     picked
p79_00.png   521   3_3 7_3 - 8c NF p1      209533     auto
p79_01.png   522   3_3 7_3 - 9a MN p31m    1017       auto
p79_02.png   523   3_3 7_3 - 9b NF p3      209340     auto
p79_03.png   524   3_3 7_3 - 10a MN pmg    991        picked
p79_10.png   525   3_3 7_3 - 10b NF p2     209083     picked
p79_11.png   526   3_3 7_3 - 10c NF pgg    209390     picked
p79_12.png   527   3_3 7_3 - 10d NF pgg    209084     picked
p79_13.png   528   3_3 7_3 - 10e NF pg     209391     picked
p79_20.png   529   3_3 7_3 - 11a MNF pg    209524     picked
p79_21.png   530   3_1 8_2 - a M cmm       8586       auto
p79_22.png   531   3_1 8_2 - b M p4g       8779       auto
p79_23.png   532   3_1 8_2 - 1a MN p31m    8571       picked
p79_30.png   533   3_1 8_2 - 2a MN p31m    8778       picked
p79_31.png   534   3_1 8_4 - a M cmm       1070       auto
p79_32.png   535   3_1 8_4 - 1a MN p6m     1058       picked
p79_33.png   536   3_1 8_4 - 2a MN p4m     1057       picked
p79_40.png   537   3_1 8_4 - 3a MN p6m     1056       picked
p79_41.png   538   3_1 8_4 - 4a MN p4m     68         picked
p79_42.png   539   3_1 8_4 - 4b N p4g      1137       picked
p79_43.png   540   3_1 8_4 - 4c N p4       1143       auto
p80_00.png   541   3_1 8_4 - 4d N pmm      883        auto
p80_01.png   542   3_1 8_4 - 4e N p4g      987        picked
p80_02.png   543   3_1 8_8 - a M p4m       398        picked
p80_03.png   544   3_1 8_8 - 1a MN p4m     397        picked
p80_10.png   545   3_2 8_2 - a M cmm       1411       auto
p80_11.png   546   3_2 8_2 - b M p4g       1421       auto
p80_12.png   547   3_2 8_2 - c MF pmg      600153     auto
p80_13.png   548   3_2 8_2 - d MF p2       600488     picked
p80_20.png   549   3_2 8_2 - e MF p6       600646     auto
p80_21.png   550   3_2 8_2 - f F p4        600645     auto
p80_22.png   551   3_2 8_2 - g F pgg       600647     picked
p80_23.png   552   3_2 8_2 - h F p2        600545     picked
p80_30.png   553   3_2 8_2 - i F pgg       600635     picked
p80_31.png   554   3_2 8_4 - a M pmg       8603       picked
p80_32.png   555   3_2 8_4 - b M cmm       207        picked
p80_33.png   556   3_2 8_4 - c M pmg       7882       picked
p80_40.png   557   3_2 8_4 - d p2          8985       picked
p80_41.png   558   3_2 8_4 - e pgg         9002       picked
p80_42.png   559   3_2 8_4 - f pmg         8838       picked
p80_43.png   560   3_2 8_4 - g cm          8886       picked
p81_00.png   561   3_2 8_4 - 1a MN pmg     8632       picked
p81_01.png   562   3_2 8_4 - 2a MN cm      8829       picked
p81_02.png   563   3_2 8_4 - 3a MN p4g     8888       picked
p81_03.png   564   3_2 8_4 - 4a MN p31m    8889       auto
p81_10.png   565   3_2 8_4 - 5a MN pmg     8602       picked
p81_11.png   566   3_2 8_4 - 6a MN pmm     215        auto
p81_12.png   567   3_2 8_4 - 6b N pmg      8963       picked
p81_13.png   568   3_2 8_4 - 6c N p2       9010       picked
p81_20.png   569   3_2 8_4 - 6d N cmm      7020       picked
p81_21.png   570   3_2 8_4 - 6e N pm       8352       auto
p81_22.png   571   3_2 8_4 - 6f N pmg      8361       picked
p81_23.png   572   3_2 8_4 - 6g N pmg      8354       picked
p81_30.png   573   3_2 8_4 - 7a MN p4g     219        picked
p81_31.png   574   3_2 8_4 - 7b N pgg      9019       picked
p81_32.png   575   3_2 8_8 - a M p4m       74         auto
p81_33.png   576   3_2 8_8 - b p4          1151       auto
p81_40.png   577   3_2 8_8 - c p4g         1117       auto
p81_41.png   578   3_2 8_8 - d cmm         1124       picked
p81_42.png   579   3_2 8_8 - 1a MN cmm     1118       picked
p81_43.png   580   3_3 8_2 - 1a MN p31m    1064       auto
p82_00.png   581   3_3 8_3 - 1a MNF p6     601149     auto
p82_01.png   582   3_3 8_3 - 2a MN cmm     1361       auto
p82_02.png   583   3_3 8_3 - 2b NF pmg     600182     auto
p82_03.png   584   3_3 8_3 - 2c NF p2      600518     picked
p82_10.png   585   3_3 8_3 - 2d NF cm      600184     auto
p82_11.png   586   3_3 8_3 - 2e NF pgg     600520     picked
p82_12.png   587   3_3 8_3 - 3a MN p4g     1638       auto
p82_13.png   588   3_3 8_3 - 3b NF p4      601148     auto
p82_20.png   589   3_3 8_3 - 3c NF pgg     601150     picked
p82_21.png   590   3_3 8_3 - 4a MNF pgg    601104     picked
p82_22.png   591   3_3 8_3 - 5a MNF p2     600548     picked
p82_23.png   592   3_3 8_3 - 6a MNF pgg    601098     picked
p82_30.png   593   3_3 8_6 - 1a MN pmg     8839       picked
p82_31.png   594   3_3 8_6 - 2a MN cmm     224        auto
p82_32.png   595   3_3 8_6 - 2b N p2       9028       auto
p82_33.png   596   3_3 8_6 - 2C N pgg      9032       auto
p82_40.png   597   3_3 8_6 - 2d N pmg      8356       picked
p82_41.png   598   3_3 8_6 - 2e N cm       8360       auto
p82_42.png   599   3_1 9_3 - 1a MN p3m1    122        auto
p82_43.png   600   3_1 9_3 - 1b N p3       3209       auto
p83_00.png   601   3_1 9_6 - 1a MN p6m     588        auto
p83_01.png   602   3_2 9_2 - a MF p2       1726781    auto
p83_02.png   603   3_2 9_2 - b MF pgg      1726939    picked
p83_03.png   604   3_2 9_2 - c MF pgg      1726960    picked
p83_10.png   605   3_2 9_4 - a M cmm       13262      picked
p83_11.png   606   3_2 9_4 - 1a MN N cmm   10869      picked
p83_12.png   607   3_2 9_4 - 2a MN p4g     13556      auto
p83_13.png   608   3_3 9_3 - 1a MN p3m1    33         auto
p83_20.png   609   3_3 9_3 - 1b N p3       418        picked
p83_21.png   610   3_3 9_3 - 1c N p31m     2838       auto
p83_22.png   611   3_3 9_3 - 1d N cm       2840       auto
p83_23.png   612   3_3 9_3 - 1e NF p3      1727868    picked
p83_30.png   613   3_3 9_3 - 1f NF pg      1728452    picked
p83_31.png   614   3_3 9_3 - 1g NF p1      1728454    auto
p83_32.png   615   3_3 9_3 - 2a MN pmg     2692       auto
p83_33.png   616   3_3 9_3 - 2b NF p2      1726808    auto
p83_40.png   617   3_3 9_3 - 2c NF pgg     1727327    picked
p83_41.png   618   3_3 9_3 - 2d NF pgg     1726817    picked
p83_42.png   619   3_3 9_3 - 2e NF pg      1727982    picked
p83_43.png   620   3_3 9_3 - 3a MNF pgg    1727350    picked
p84_00.png   621   3_1 10_4 - a M pmm      1351       auto
p84_01.png   622   3_2 10_4 - a M pmg      24724      picked
p84_02.png   623   3_2 10_4 - b M pmm      312        auto
p84_03.png   624   3_2 10_4 - c pmg        25469      picked
p84_10.png   625   3_2 10_4 - d p2         25511      auto
p84_11.png   626   3_2 10_4 - e pm         25317      auto
p84_12.png   627   3_2 10_4 - f pmg        25318      picked
p84_13.png   628   3_2 10_4 - g cmm        19979      auto
p84_20.png   629   3_2 10_4 - h pmg        22589      picked
p84_21.png   630   3_2 10_4 - 1a MN pmg    24644      picked
p84_22.png   631   3_2 10_4 - 2a MN cm     25311      auto
p84_23.png   632   3_2 10_4 - 3a MN p31m   24608      auto
p84_30.png   633   3_2 10_8 - a M cmm      1663       picked
p84_31.png   634   3_2 10_8 - 1a MN cmm    1661       picked
p84_32.png   635   3_3 10_6 - 1a MN pmg    24010      picked
p84_33.png   636   3_3 10_6 - 2a MN cmm    361        auto
p84_40.png   637   3_3 10_6 - 2b N p2      25547      auto
p84_41.png   638   3_3 10_6 - 2c N pgg     25637      auto
p84_42.png   639   3_3 10_6 - 2d N pmg     25153      picked
p84_43.png   640   3_3 10_6 - 2e N cm      25346      auto
p85_00.png   641   3_2 11_4 - a M cmm      30557      auto
p85_01.png   642   3_1 12_4 - a M cmm      2999       auto
p85_02.png   643   3_1 12_6 - a M p6m      1060       picked
p85_03.png   644   3_1 12_6 - 1a MN p6m    69         picked
p85_10.png   645   3_1 12_6 - 1b N p6      1144       auto
p85_11.png   646   3_1 12_6 - 1c N p31m    988        auto
p85_12.png   647   3_1 12_6 - 2a MN p3m1   1059       auto
p85_13.png   648   3_1 12_8 - 1a MN p4m    589        auto
p85_20.png   649   3_2 12_4 - a M pmg      70855      picked
p85_21.png   650   3_2 12_4 - b M cmm      557        auto
p85_22.png   651   3_2 12_4 - c M pmg      64501      picked
p85_23.png   652   3_2 12_4 - d p2         72808      auto
p85_30.png   653   3_2 12_4 - e pgg        72841      auto
p85_31.png   654   3_2 12_4 - f pmg        72466      picked
p85_32.png   655   3_2 12_4 - g cm         72471      auto
p85_33.png   656   3_2 12_6 - a M p6m      199        auto
p85_40.png   657   3_2 12_6 - b p6         8994       auto
p85_41.png   658   3_2 12_8 - 1a MN cmm    3101       auto
p85_42.png   659   3_3 12_6 - 1a MN p6m    19         auto
p85_43.png   660   3_3 12_6 - 1b N p6      147        auto
p86_00.png   661   3_3 12_6 - 1c N p2      72961      auto
p86_01.png   662   3_3 12_6 - 1d N pgg     72973      auto
p86_02.png   663   3_3 12_6 - 1e N cmm     624        auto
p86_03.png   664   3_3 12_6 - 1f N p31m    126        auto
p86_10.png   665   3_3 12_6 - lg N pmg     69424      auto
p86_11.png   666   3_3 12_6 - lh N cm      69454      auto
p86_12.png   667   3_1 12_12 - a M p6m     400        picked
p86_13.png   668   3_1 12_12 - 1a MN p6m   399        picked
p86_20.png   669   3_2 12_12 - a M p6m     75         auto
p86_21.png   670   3_2 12_12 - b p6        1152       auto
p86_22.png   671   3_2 12_12 - c p31m      1119       auto
p86_23.png   672   3_2 14_8-la MN cmm      4794       auto
p86_30.png   673   3_1 16_8 - a M p4m      1061       auto
p86_31.png   674   3_2 16_8 - a M p4m      200        auto
p86_32.png   675   3_2 16_8 - b p4         8995       auto
p86_33.png   676   3_2 16_8 - c cmm        8826       auto
p86_40.png   677   3_2 16_8 - d p4g        8890       auto
p86_41.png   678   3_2 18_8 - a M cmm      13263      auto
p86_42.png   679   3_1 18_12 - 1a MN p6m   590        auto
p86_43.png   680   3_1 24_12 - a M p6m     1062       auto
p87_00.png   681   3_2 24_12 - a M p6m     201        auto
p87_01.png   682   3_2 24_12 - b p6        8996       auto
p87_02.png   683   3_2 24_12 - c p31m      8891       auto
p87_03.png   684   4_1 4_1 - 1Ca MN pmm    308        picked
p87_10.png   685   4_1 4_1 - 1Cb NF pmm    25447      picked
p87_11.png   686   4_1 4_1 - 1Cc NF cmm    25448      auto
p87_12.png   687   4_1 4_1 - 1Cd NF pmg    25472      picked
p87_13.png   688   4_1 4_1 - 1Ce NF pm     25463      auto
p87_20.png   689   4_1 4_1 - 1Cf NF pmg    25464      picked
p87_21.png   690   4_1 4_1 - 1Cg NF p2     25507      auto
p87_22.png   691   4_1 4_2 - 1a MN cmm     3005       picked
p87_23.png   692   4_1 4_2 - 2a MN pmg     3006       picked
p87_30.png   693   4_1 4_2 - 3a MN p6m     2928       picked
p87_31.png   694   4_1 4_2 - 4a MN p4m     2926       picked
p87_32.png   695   4_1 4_2 - 5a MN p6m     2923       picked
p87_33.png   696   4_1 4_2 - 6Ca MN p6m    2929       picked
p87_40.png   697   4_1 4_2 - 7a MN p3m1    2924       auto
p87_41.png   698   4_1 4_2 - 8a MN p4m     2927       picked
p87_42.png   699   4_1 4_2 - 9a MN p6m     2925       picked
p87_43.png   700   4_1 4_2 - 10a MN p31m   2959       picked
p88_00.png   701   4_1 4_2 - 11Ca MN p31m  2989       picked
p88_01.png   702   4_1 4_2 - 12Ca MN pmm   103        picked
p88_02.png   703   4_1 4_2 - 12Cb N cmm    3159       picked
p88_03.png   704   4_1 4_2 - 12Cc N pmg    3160       picked
p88_10.png   705   4_1 4_2 - 12Cd N pmg    3173       picked
p88_11.png   706   4_1 4_2 - 12Ce N p2     3187       auto
p88_12.png   707   4_1 4_2 - 12Cf N pmm    2426       picked
p88_13.png   708   4_1 4_2 - 12Cg N cmm    2427       picked
p88_20.png   709   4_1 4_2 - 12Ch N pm     2702       auto
p88_21.png   710   4_1 4_2 - 12Ci N pmg    2703       picked
p88_22.png   711   4_1 4_4 - 1a MN p6m     1076       auto
p88_23.png   712   4_1 4_4 - 2a MN p4m     65         picked
p88_30.png   713   4_1 4_4 - 2b N p4g      1126       picked
p88_31.png   714   4_1 4_4 - 2c N p4       1128       picked
p88_32.png   715   4_1 4_4 - 2d N p4m      1075       picked
p88_33.png   716   4_1 4_4 - 2e N cmm      1082       picked
p88_40.png   717   4_1 4_4 - 3a MN cmm     1083       picked
p88_41.png   718   4_1 4_4 - 4a MN pmm     1077       auto
p88_42.png   719   4_1 4_4 - 5a MN cmm     1084       picked
p88_43.png   720   4_1 4_4 - 6a MN p4g     1106       picked
p89_00.png   721   4_1 4_4 - 7Ca MN p4     1133       picked
p89_01.png   722   4_2 4_2 - 1a MN p6m     372        picked
p89_02.png   723   4_2 4_2 - 1b NF p31m    25459      auto
p89_03.png   724   4_2 4_2 - 1c NF p6      25571      picked
p89_10.png   725   4_2 4_2 - 2a MN p3m1    369        picked
p89_11.png   726   4_2 4_2 - 2b NF p3      25568      picked
p89_12.png   727   4_2 4_2 - 3a MNF pmg    25473      picked
p89_13.png   728   4_2 4_2 - 4a MNF cmm    25461      picked
p89_20.png   729   4_2 4_2 - 5a MN cmm     318        picked
p89_21.png   730   4_2 4_2 - 5b NF p2      25523      picked
p89_22.png   731   4_2 4_2 - 5c NF pgg     25540      picked
p89_23.png   732   4_2 4_2 - 6a MN p4m     370        picked
p89_30.png   733   4_2 4_2 - 6b NF p4g     25458      auto
p89_31.png   734   4_2 4_2 - 6c NF p4      25569      picked
p89_32.png   735   4_2 4_2 - 7a MN p6m     379        picked
p89_33.png   736   4_2 4_2 - 7b NF p6      25578      picked
p89_40.png   737   4_2 4_2 - 8Ca MN p3ml   377        picked
p89_41.png   738   4_2 4_2 - 8Cb NF p3     25576      picked
p89_42.png   739   4_2 4_2 - 9a MN pmg     386        picked
p89_43.png   740   4_2 4_2 - 9b NF pgg     25524      picked
p90_00.png   741   4_2 4_2 - 9c NF pg      25595      picked
p90_01.png   742   4_2 4_2 - 10Ca MN p6m   371        picked
p90_02.png   743   4_2 4_2 - 10Cb NF p6    25570      picked
p90_03.png   744   4_2 4_2 - 11Ca MN p4m   378        picked
p90_10.png   745   4_2 4_2 - 11Cb NF cmm   25460      picked
p90_11.png   746   4_2 4_2 - 11Cc NF p4    25577      picked
p90_12.png   747   4_2 4_2 - 12Ca MN pmg   385        picked
p90_13.png   748   4_2 4_2 - 12Cb NF p2    25520      picked
p90_20.png   749   4_2 4_2 - 12Cc NF pgg   25521      picked
p90_21.png   750   4_2 4_2 - 12Cd NF pg    25593      picked
p90_22.png   751   4_2 4_2 - 13Ca MN pmm   38         picked
p90_23.png   752   4_2 4_2 - 13Cb N pmg    423        picked
p90_30.png   753   4_2 4_2 - 13Cc N p2     432        picked
p90_31.png   754   4_2 4_2 - 13Cd N pmm    319        picked
p90_32.png   755   4_2 4_2 - 13Ce N pm     363        picked
p90_33.png   756   4_2 4_2 - 13Cf N pm     356        picked
p90_40.png   757   4_2 4_2 - 13Cg N pmg    362        picked
p90_41.png   758   4_2 4_2 - 13Ch N cmm    320        picked
p90_42.png   759   4_2 4_2 - 13Ci N pmg    364        picked
p90_43.png   760   4_2 4_2 - 13Cj NF pm    25495      picked
p91_00.png   761   4_2 4_2 - 13Ck NF cm    25496      auto
p91_01.png   762   4_2 4_2 - 13Cl NF pmg   25497      picked
p91_02.png   763   4_2 4_2 - 13Cm NF p2    25548      picked
p91_03.png   764   4_2 4_2 - 13Cn NF pgg   25550      picked
p91_10.png   765   4_2 4_2 - 13Co NF pg    25641      picked
p91_11.png   766   4_2 4_2 - 13Cp NF p1    25630      auto
p91_12.png   767   4_2 4_2 - 13Cq NF pg    25631      picked
p91_13.png   768   4_2 4_4 - 1a MN p6m     132        picked
p91_20.png   769   4_2 4_4 - 1b N p6       3211       picked
p91_21.png   770   4_2 4_4 - 1c N p31m     3116       picked
p91_22.png   771   4_2 4_4 - 2a MN pmm     110        auto
p91_23.png   772   4_2 4_4 - 2b N pmg      3186       picked
p91_30.png   773   4_2 4_4 - 2c N p2       3201       picked
p91_31.png   774   4_2 4_4 - 2d N pm       3124       auto
p91_32.png   775   4_2 4_4 - 2e N pmg      3125       picked
p91_33.png   776   4_2 4_4 - 2f N cmm      3126       picked
p91_40.png   777   4_2 4_4 - 2g N pmg      3129       picked
p91_41.png   778   4_2 4_4 - 3a MN p4m     133        auto
p91_42.png   779   4_2 4_4 - 3b N p4       3212       auto
p91_43.png   780   4_2 4_4 - 3c N p4g      3106       picked
p92_00.png   781   4_2 4_4 - 3d N p4g      3115       picked
p92_01.png   782   4_2 4_4 - 4a MN pmg     3109       picked
p92_02.png   783   4_2 4_4 - 5Ca MN cmm    3107       picked
p92_03.png   784   4_2 4_4 - 6Ca MN cmm    143        picked
p92_10.png   785   4_2 4_4 - 6Cb N pgg     3225       picked
p92_11.png   786   4_2 4_4 - 6Cc N cm      3123       picked
p92_12.png   787   4_2 4_4 - 6Cd N cm      3130       picked
p92_13.png   788   4_2 4_4 - 7Ca MN p6m    134        picked
p92_20.png   789   4_2 4_4 - 7Cb N p6      3213       picked
p92_21.png   790   4_2 4_4 - 7Cc N p31m    3105       picked
p92_22.png   791   4_2 4_4 - 8Ca MN cmm    142        picked
p92_23.png   792   4_2 4_4 - 8Cb N p2      3192       picked
p92_30.png   793   4_2 4_4 - 8Cc N pgg     3220       picked
p92_31.png   794   4_2 4_4 - 8Cd N pmg     3119       picked
p92_32.png   795   4_2 4_4 - 8Ce N cm      3120       picked
p92_33.png   796   4_3 4_3 - 1a MNF pmg    25493      picked
p92_40.png   797   4_3 4_3 - 2a MNF p2     25541      picked
p92_41.png   798   4_3 4_3 - 3a MNF pgg    25543      picked
p92_42.png   799   4_3 4_3 - 4Ca MN cmm    321        auto
p92_43.png   800   4_3 4_3 - 4Cb NF pmg    25498      picked
p93_00.png   801   4_3 4_3 - 4Cc NF cm     25499      auto
p93_01.png   802   4_3 4_3 - 4Cd NF p2     25551      picked
p93_02.png   803   4_3 4_3 - 4Ce NF pgg    25552      picked
p93_03.png   804   4_4 4_4 - lCa MN p4m    5          auto
p93_10.png   805   4_4 4_4 - 1Cb N p4      55         auto
p93_11.png   806   4_4 4_4 - 1Cc N p2      441        picked
p93_12.png   807   4_4 4_4 - 1Cd N pgg     442        picked
p93_13.png   808   4_4 4_4 - 1Ce N pmm     48         auto
p93_20.png   809   4_4 4_4 - 1Cf N p4g     49         auto
p93_21.png   810   4_4 4_4 - 1Cg N cmm     407        picked
p93_22.png   811   4_4 4_4 - 1Ch N pm      408        auto
p93_23.png   812   4_4 4_4 - 1Ci N pmg     409        picked
p93_30.png   813   4_4 4_4 - 1Cj N cmm     41         picked
p93_31.png   814   4_4 4_4 - 1Ck N pmg     367        picked
p93_32.png   815   4_4 4_4 - 1Cl N cm      368        auto
p93_33.png   816   4_4 4_4 - 1Cm NF p2     25634      picked
p93_40.png   817   4_4 4_4 - 1Cn NF pgg    25635      picked
p93_41.png   818   4_4 4_4 - 1Co NF pgg    25639      picked
p93_42.png   819   4_4 4_4 - 1Cp NF pg     25642      picked
p93_43.png   820   4_4 4_4 - 1Cq NF pg     25644      picked
p94_00.png   821   4_4 4_4 - 1Cr NF p1     25643      auto
p94_01.png   822   4_1 5_1 - 1a MN cmm     520        auto
p94_02.png   823   4_1 5_1 - 1b NF pmg     72678      auto
p94_03.png   824   4_1 5_1 - 1c NF cm      72679      auto
p94_10.png   825   4_1 5_1 - 1d NF p2      72781      auto
p94_11.png   826   4_1 5_1 - 1e NF pgg     72782      auto
p94_12.png   827   4_1 5_2 - 1a MN cmm     3854       auto
p94_13.png   828   4_1 5_2 - 2a MN pmm     3853       auto
p94_20.png   829   4_2 5_1 - 1a MN p31m    8496       auto
p94_21.png   830   4_2 5_1 - 2a MN cmm     186        auto
p94_22.png   831   4_2 5_1 - 2b N p2       8973       auto
p94_23.png   832   4_2 5_1 - 2c N pgg      8974       auto
p94_30.png   833   4_2 5_1 - 2d N pmg      7886       auto
p94_31.png   834   4_2 5_1 - 2e N cm       7887       auto
p94_32.png   835   4_2 5_2 - 1a MN p6m     524        picked
p94_33.png   836   4_2 5_2 - 1b NF p31m    72683      picked
p94_40.png   837   4_2 5_2 - 1c NF p6      72787      picked
p94_41.png   838   4_2 5_2 - 2a MN p4m     523        picked
p94_42.png   839   4_2 5_2 - 2b NF p4g     72682      picked
p94_43.png   840   4_2 5_2 - 2c NF p4      72786      picked
p95_00.png   841   4_2 5_2 - 3a MNF p6     72918      picked
p95_01.png   842   4_2 5_2 - 4a MN p6m     522        picked
p95_02.png   843   4_2 5_2 - 4b NF p6      72785      picked
p95_03.png   844   4_2 5_2 - 5a MN pmm     526        auto
p95_10.png   845   4_2 5_2 - 5b NF cmm     72633      picked
p95_11.png   846   4_2 5_2 - 5c NF pmg     72703      picked
p95_12.png   847   4_2 5_2 - 5d NF pmg     72686      picked
p95_13.png   848   4_2 5_2 - 5e NF p2      72790      picked
p95_20.png   849   4_2 5_2 - 6a MN p6m     621        picked
p95_21.png   850   4_2 5_2 - 6b NF p6      72958      picked
p95_22.png   851   4_2 5_2 - 7a MN p6m     630        picked
p95_23.png   852   4_2 5_2 - 7b NF p6      72991      picked
p95_30.png   853   4_2 5_2 - 8a MNF p4     72917      picked
p95_31.png   854   4_2 5_2 - 9a MN cmm     527        picked
p95_32.png   855   4_2 5_2 - 9b NF cm      72688      picked
p95_33.png   856   4_2 5_2 - 9c NF pgg     72792      picked
p95_40.png   857   4_2 5_2 - 10a MNF p6    72916      picked
p95_41.png   858   4_2 5_2 - 11a MN p4m    620        picked
p95_42.png   859   4_2 5_2 - 11b NF cmm    72675      picked
p95_43.png   860   4_2 5_2 - 11c NF p4     72957      picked
p96_00.png   861   4_2 5_2 - 12a MN p4m    629        picked
p96_01.png   862   4_2 5_2 - 12b NF p4g    72673      picked
p96_02.png   863   4_2 5_2 - 12c NF p4     72990      picked
p96_03.png   864   4_2 5_2 - 13a MN cmm    525        picked
p96_10.png   865   4_2 5_2 - 13b NF pmg    72684      picked
p96_11.png   866   4_2 5_2 - 13c NF p2     72788      picked
