image        no.   paper label             tegula id  source
p96_12.png   867   4_2 5_2 - 13d NF cm     72685      picked
p96_13.png   868   4_2 5_2 - 13e NF pgg    72789      picked
p96_20.png   869   4_2 5_2 - 14a MN p6m    628        picked
p96_21.png   870   4_2 5_2 - 14b NF p31m   72674      picked
p96_22.png   871   4_2 5_2 - 14c NF p6     72989      picked
p96_23.png   872   4_2 5_2 - 15a MN p6m    619        picked
p96_30.png   873   4_2 5_2 - 15b NF p6     72956      picked
p96_31.png   874   4_2 5_4 - 1a MN cmm     4809       picked
p96_32.png   875   4_2 5_4 - 2a MN cmm     4808       picked
p96_33.png   876   4_2 5_4 - 3a MN p4g     4802       auto
p96_40.png   877   4_2 5_4 - 4a MN cmm     4799       picked
p96_41.png   878   4_3 5_3 - la MNF pmg    72758      picked
p96_42.png   879   4_3 5_3 - 2a MNF p2     72947      picked
p96_43.png   880   4_3 5_3 - 3a MNF p6     72923      picked
p97_00.png   881   4_3 5_3 - 4a MNF pgg    72951      picked
p97_01.png   882   4_3 5_3 - 5a MNF p4     72924      auto
p97_02.png   883   4_3 5_3 - 6a MNF p6     72925      picked
p97_03.png   884   4_3 5_3 - 7a MNF pgg    72926      picked
p97_10.png   885   4_3 5_3 - 8a MNF p2     72814      picked
p97_11.png   886   4_3 5_3 - 9a MN cmm     615        auto
p97_12.png   887   4_3 5_3 - 9b NF pmg     72755      picked
p97_13.png   888   4_3 5_3 - 9c NF cm      72756      auto
p97_20.png   889   4_3 5_3 - 9d NF p2      72948      picked
p97_21.png   890   4_3 5_3 - 9e NF pgg     72952      picked
p97_22.png   891   4_3 5_3 - 10a MNF pmg   72760      picked
p97_23.png   892   4_3 5_3 - 11a MNF p2    72962      picked
p97_30.png   893   4_3 5_3 - 12a MNF pgg   72980      picked
p97_31.png   894   4_4 5_1 - 1a MN p4m     92         auto
p97_32.png   895   4_4 5_1 - 1b N p4g      3144       picked
p97_33.png   896   4_4 5_1 - 1c N p4       3147       auto
p97_40.png   897   4_4 5_1 - 1d N pmm      3051       auto
p97_41.png   898   4_4 5_1 - 1e N p4g      3053       picked
p97_42.png   899   4_4 5_1 - 2a MN cmm     3052       auto
p97_43.png   900   4_4 5_2 - 1a MN pmg     8874       picked
p98_00.png   901   4_4 5_2 - 2a MN cm      8883       picked
p98_01.png   902   4_4 5_2 - 3a MN cmm     8872       picked
p98_02.png   903   4_4 5_2 - 4a MN p4g     8879       auto
p98_03.png   904   4_4 5_2 - 5a MN p31m    8880       auto
p98_10.png   905   4_4 5_2 - 6a MN cmm     228        picked
p98_11.png   906   4_4 5_2 - 6b N p2       8987       picked
p98_12.png   907   4_4 5_2 - 6c N pgg      9036       picked
p98_13.png   908   4_4 5_2 - 6d N pmg      8884       picked
p98_20.png   909   4_4 5_2 - 6e N cm       8885       picked
p98_21.png   910   4_4 5_2 - 7a MN pmm     192        auto
p98_22.png   911   4_4 5_2 - 7b N pmg      8952       picked
p98_23.png   912   4_4 5_2 - 7c N p2       8981       picked
p98_30.png   913   4_4 5_2 - 7d N cmm      8843       picked
p98_31.png   914   4_4 5_2 - 7e N pmg      8844       picked
p98_32.png   915   4_4 5_2 - 7f N pm       8849       auto
p98_33.png   916   4_4 5_2 - 7g N pmg      8850       picked
p98_40.png   917   4_4 5_2 - 8f MN pgg     9037       picked
p98_41.png   918   4_4 5_4 - 1a MN cmm     627        auto
p98_42.png   919   4_4 5_4 - 1b NF p2      72964      auto
p98_43.png   920   4_4 5_4 - 1c NF pgg     72975      picked
p99_00.png   921   4_4 5_4 - 2a MNF pgg    72965      picked
p99_01.png   922   4_1 6_2 - 1a MN cmm     8590       auto
p99_02.png   923   4_1 6_2 - 2a MN pmg     8591       auto
p99_03.png   924   4_1 6_4 - 1a MN cmm     1516       auto
p99_10.png   925   4_1 6_4 - 2a MN pmm     1512       auto
p99_11.png   926   4_1 6_6 - 1a MN p6m     1079       picked
p99_12.png   927   4_1 6_6 - 2a MN p6m     66         picked
p99_13.png   928   4_1 6_6 - 2b N p6       1129       picked
p99_20.png   929   4_1 6_6 - 2c N p3m1     1078       auto
p99_21.png   930   4_1 6_6 - 3a MN p6      1134       picked
p99_22.png   931   4_1 6_6 - 4a MN p31m    1107       auto
p99_23.png   932   4_2 6_2 - 1a MN p6m     1031       picked
p99_30.png   933   4_2 6_2 - 1b NF p31m    208852     picked
p99_31.png   934   4_2 6_2 - NF p6         209293     picked
p99_32.png   935   4_2 6_2 - 2a MN p3m1    1029       picked
p99_33.png   936   4_2 6_2 - 2b NF p3      209291     picked
p99_40.png   937   4_2 6_2 - 3a MN p4m     1030       auto
p99_41.png   938   4_2 6_2 - 3b NF p4g     208851     auto
p99_42.png   939   4_2 6_2 - 3c NF p4      209292     auto
p99_43.png   940   4_2 6_2 - 4a MN p31m    1040       picked
p100_00.png  941   4_2 6_2 - 4b NF p3      209294     picked
p100_01.png  942   4_2 6_2 - 5a MN p6m     1028       picked
p100_02.png  943   4_2 6_2 - 5b NF p6      209290     picked
p100_03.png  944   4_2 6_2 - 6a MN cmm     877        auto
p100_10.png  945   4_2 6_2 - 6b NF p2      209080     picked
p100_11.png  946   4_2 6_2 - 6c NF pgg     209191     picked
p100_12.png  947   4_2 6_2 - 7a MN p3m1    1041       picked
p100_13.png  948   4_2 6_2 - 7b NF p3      209336     picked
p100_20.png  949   4_2 6_2 - 8a MN pmg     1066       picked
p100_21.png  950   4_2 6_2 - 8b NF pgg     209081     picked
p100_22.png  951   4_2 6_2 - 8c NF pg      209389     picked
p100_23.png  952   4_2 6_2 - 9a MN pmg     1065       picked
p100_30.png  953   4_2 6_2 - 9b NF p2      209077     picked
p100_31.png  954   4_2 6_2 - 9c NF pgg     209087     picked
p100_32.png  955   4_2 6_2 - 9d NF pgg     209078     picked
p100_33.png  956   4_2 6_2 - 9e NF pg      209387     picked
p100_40.png  957   4_2 6_3 - 1a MN p31m    380        auto
p100_41.png  958   4_2 6_4 - 1a MN pmg     8633       picked
p100_42.png  959   4_2 6_4 - 2a MN p31m    8585       auto
p100_43.png  960   4_2 6_4 - 3a MN pmm     216        auto
p101_00.png  961   4_2 6_4 - 3b N pmg      8964       picked
p101_01.png  962   4_2 6_4 - 3c N p2       9011       picked
p101_02.png  963   4_2 6_4 - 3d N pm       8833       auto
p101_03.png  964   4_2 6_4 - 3e N pmg      8837       picked
p101_10.png  965   4_2 6_4 - 3f N cmm      7023       picked
p101_11.png  966   4_2 6_4 - 3g N pmg      8333       picked
p101_12.png  967   4_2 6_4 - 4a MN cmm     8834       picked
p101_13.png  968   4_2 6_4 - 5a MN pmg     8836       picked
p101_20.png  969   4_2 6_4 - 6a MN cmm     220        picked
p101_21.png  970   4_2 6_4 - 6b N pgg      9020       picked
p101_22.png  971   4_2 6_4 - 6c N cm       8832       picked
p101_23.png  972   4_2 6_4 - 6d N cm       8334       picked
p101_30.png  973   4_2 6_4 - 7a MN cmm     208        picked
p101_31.png  974   4_2 6_4 - 7b N p2       8984       picked
p101_32.png  975   4_2 6_4 - 7c N pgg      9003       picked
p101_33.png  976   4_2 6_4 - 7d N pmg      8329       picked
p101_40.png  977   4_2 6_4 - 7e N cm       8330       picked
p101_41.png  978   4_2 6_6 - 1a MN p3m1    135        auto
p101_42.png  979   4_2 6_6 - 1b N p3       3214       auto
p101_43.png  980   4_2 6_6 - 2a MN p6m     136        auto
p102_00.png  981   4_2 6_6 - 2b N p6       3215       auto
p102_01.png  982   4_3 6_3 - 1a MNF pgg    209193     picked
p102_02.png  983   4_3 6_3 - 2a MNF p2     209099     picked
p102_03.png  984   4_3 6_3 - 3a MNF pmg    208911     picked
p102_10.png  985   4_3 6_3 - 4a MNF p2     209056     picked
p102_11.png  986   4_3 6_3 - 5a MNF pgg    209194     picked
p102_12.png  987   4_3 6_3 - 6a MNF pgg    209195     picked
p102_13.png  988   4_3 6_3 - 7a MN cmm     887        auto
p102_20.png  989   4_3 6_3 - 7b NF pmg     209024     picked
p102_21.png  990   4_3 6_3 - 7c NF cm      209025     auto
p102_22.png  991   4_3 6_3 - 7d NF p2      209201     picked
p102_23.png  992   4_3 6_3 - 7e NF pgg     209232     picked
p102_30.png  993   4_3 6_3 - 8a MNF pgg    209219     picked
p102_31.png  994   4_3 6_6 - 1a MN pmg     8847       picked
p102_32.png  995   4_3 6_6 - 2a MN cmm     223        auto
p102_33.png  996   4_3 6_6 - 2b N p2       9027       auto
p102_40.png  997   4_3 6_6 - 2c N pgg      9031       auto
p102_41.png  998   4_3 6_6 - 2d N pmg      8845       picked
p102_42.png  999   4_3 6_6 - 2e N cm       8887       auto
p102_43.png  1000  4_4 6_1 - 1a MN p4      8905       auto
p103_00.png  1001  4_4 6_2 - 1a MN p6m     382        auto
p103_01.png  1002  4_4 6_2 - 1b N p6       25588      auto
p103_02.png  1003  4_4 6_2 - 1c N p31m     25299      auto
p103_03.png  1004  4_4 6_2 - 2a MN pmm     314        auto
p103_10.png  1005  4_4 6_2 - 2b N pmg      25471      picked
p103_11.png  1006  4_4 6_2 - 2c N p2       25513      picked
p103_12.png  1007  4_4 6_2 - 2d N cmm      25198      picked
p103_13.png  1008  4_4 6_2 - 2e N pmg      25199      picked
p103_20.png  1009  4_4 6_2 - 2f N pm       25240      auto
p103_21.png  1010  4_4 6_2 - 2g N pmg      25241      picked
p103_22.png  1011  4_4 6_2 - 3a MN p4m     35         picked
p103_23.png  1012  4_4 6_2 - 3b N p4       420        picked
p103_30.png  1013  4_4 6_2 - 3c N p4       25587      picked
p103_31.png  1014  4_4 6_2 - 3d N pgg      25624      picked
p103_32.png  1015  4_4 6_2 - 3e N p4m      381        picked
p103_33.png  1016  4_4 6_2 - 3f N cmm      393        picked
p103_40.png  1017  4_4 6_2 - 3g N p4g      25298      picked
p103_41.png  1018  4_4 6_2 - 3h N cm       25297      picked
p103_42.png  1019  4_4 6_2 - 3i N p4g      406        picked
p103_43.png  1020  4_4 6_2 - 3j N p4g      341        picked
p104_00.png  1021  4_4 6_2 - 4a MN cmm     384        picked
p104_01.png  1022  4_4 6_2 - 4b N p2       25519      picked
p104_02.png  1023  4_4 6_2 - 4c N pgg      25592      picked
p104_03.png  1024  4_4 6_2 - 4d N pmg      25182      picked
p104_10.png  1025  4_4 6_2 - 4e N cm       25183      picked
p104_11.png  1026  4_4 6_4 - 1a MN pmg     984        picked
p104_12.png  1027  4_4 6_4 - 1b NF p2      209202     picked
p104_13.png  1028  4_4 6_4 - 1c NF pgg     209475     picked
p104_20.png  1029  4_4 6_4 - 1d NF pgg     209213     picked
p104_21.png  1030  4_4 6_4 - 1e NF pg      209514     picked
p104_22.png  1031  4_4 6_4 - 2a MN pmm     76         auto
p104_23.png  1032  4_4 6_4 - 2b N p2       1153       picked
p104_30.png  1033  4_4 6_4 - 2c N cmm      1109       picked
p104_31.png  1034  4_4 6_4 - 2d N pm       1110       picked
p104_32.png  1035  4_4 6_4 - 2e N cmm      881        picked
p104_33.png  1036  4_4 6_4 - 2f N pm       1026       picked
p104_40.png  1037  4_4 6_4 - 2g N pmg      1116       picked
p104_41.png  1038  4_4 6_4 - 2h N pmg      1123       picked
p104_42.png  1039  4_4 6_4 - 2i N pmg      1112       picked
p104_43.png  1040  4_4 6_4 - 2j N pmg      1027       picked
p105_00.png  1041  4_4 6_4 - 2k NF p2      209216     picked
p105_01.png  1042  4_4 6_4 - 2l NF pgg     209513     picked
p105_02.png  1043  4_4 6_4 - 2m NF pgg     209221     picked
p105_03.png  1044  4_4 6_4 - 2n NF pg      209536     picked
p105_10.png  1045  4_4 6_4 - 2o NF pg      209537     picked
p105_11.png  1046  4_4 6_4 - 2p NF p1      209535     auto
p105_12.png  1047  4_2 7_2 - 1a MNF p6     600958     picked
p105_13.png  1048  4_2 7_2 - 2a MNF p4     600957     auto
p105_20.png  1049  4_2 7_2 - 3a MNF p6     600956     picked
p105_21.png  1050  4_2 7_4 - 1a MN cmm     10872      picked
p105_22.png  1051  4_2 7_4 - 2a MN cmm     13482      picked
p105_23.png  1052  4_3 7_3 - 1a MNF p6     601048     auto
p105_30.png  1053  4_3 7_3 - 2a MNF pmg    600183     auto
p105_31.png  1054  4_3 7_3 - 3a MNF p2     600519     picked
p105_32.png  1055  4_3 7_3 - 4a MN p4g     1600       auto
p105_33.png  1056  4_3 7_3 - 4b NF p4      601047     auto
p105_40.png  1057  4_3 7_3 - 4c NF pgg     601049     picked
p105_41.png  1058  4_3 7_3 - 5a MNF pgg    600975     picked
p105_42.png  1059  4_3 7_3 - 6a MNF p2     600549     picked
p105_43.png  1060  4_4 7_2 - 1a MN p4g     626        auto
p106_00.png  1061  4_4 7_2 - 1b N pgg      72974      picked
p106_01.png  1062  4_4 7_2 - 2a MN cmm     618        auto
p106_02.png  1063  4_4 7_2 - 2b N p2       72810      auto
p106_03.png  1064  4_4 7_2 - 2c N pgg      72955      picked
p106_10.png  1065  4_4 7_2 - 2d N pmg      72289      auto
p106_11.png  1066  4_4 7_2 - 2e N cm       72290      auto
p106_12.png  1067  4_4 7_4 - 1a MN cmm     1611       auto
p106_13.png  1068  4_4 7_4 - 1b NF p2      601073     auto
p106_20.png  1069  4_4 7_4 - 1c NF pgg     601103     picked
p106_21.png  1070  4_4 7_4 - 2a MNF pgg    601100     picked
p106_22.png  1071  4_1 8_8 - 1a MN p4m     1080       auto
p106_23.png  1072  4_2 8_2 - 1a MN p31m    2899       auto
p106_30.png  1073  4_2 8_2 - 1b NF p3      1727645    auto
p106_31.png  1074  4_2 8_4 - 1a MN p6m     375        picked
p106_32.png  1075  4_2 8_4 - 1b N p6       25574      picked
p106_33.png  1076  4_2 8_4 - 1c N p31m     25131      picked
p106_40.png  1077  4_2 8_4 - 2a MN p4m     374        auto
p106_41.png  1078  4_2 8_4 - 2b N p4       25573      auto
p106_42.png  1079  4_2 8_4 - 2c N p4g      25130      picked
p106_43.png  1080  4_2 8_4 - 2d N p4g      25313      picked
p107_00.png  1081  4_2 8_4 - 3a MN pmg     24645      auto
p107_01.png  1082  4_2 8_4 - 4a MN p6m     373        picked
p107_02.png  1083  4_2 8_4 - 4b N p6       25572      picked
p107_03.png  1084  4_2 8_4 - 4c N p31m     25312      picked
p107_10.png  1085  4_2 8_8 - 1a MN cmm     3128       picked
p107_11.png  1086  4_2 8_8 - 2a MN p4m     137        auto
p107_12.png  1087  4_2 8_8 - 2b N p4       3216       auto
p107_13.png  1088  4_2 8_8 - 2c N cmm      3108       picked
p107_20.png  1089  4_2 8_8 - 2d N p4g      3117       auto
p107_21.png  1090  4_3 8_3 - 1a MNF pgg    1727264    picked
p107_22.png  1091  4_3 8_3 - 2a MNF pgg    1727252    picked
p107_23.png  1092  4_3 8_3 - 3a MNF p2     1726809    auto
p107_30.png  1093  4_3 8_6 - 1a MN pmg     25150      picked
p107_31.png  1094  4_3 8_6 - 2a MN pmg     24012      picked
p107_32.png  1095  4_3 8_6 - 3a MN p2      25542      auto
p107_33.png  1096  4_3 8_6 - 4a MN pmg     25155      picked
p107_40.png  1097  4_4 8_4 - 1a MN p4m     20         auto
p107_41.png  1098  4_4 8_4 - 1b N p4       148        auto
p107_42.png  1099  4_4 8_4 - 1c N p2       3202       picked
p107_43.png  1100  4_4 8_4 - 1d N pgg      3226       picked
p108_00.png  1101  4_4 8_4 - 1e N pmm      111        auto
p108_01.png  1102  4_4 8_4 - 1f N p4g      144        picked
p108_02.png  1103  4_4 8_4 - 1g N cmm      2416       picked
p108_03.png  1104  4_4 8_4 - 1h N pm       2882       auto
p108_10.png  1105  4_4 8_4 - 1i N pmg      3127       picked
p108_11.png  1106  4_4 8_4 - 1j N cmm      115        picked
p108_12.png  1107  4_4 8_4 - 1k N pmg      2696       picked
p108_13.png  1108  4_4 8_4 - 1l N cm       2877       auto
p108_20.png  1109  4_4 8_4 - 1m N p4g      125        picked
p108_21.png  1110  4_4 8_4 - 1n N pmg      2883       picked
p108_22.png  1111  4_4 8_4 - 1o NF p2      1727307    picked
p108_23.png  1112  4_4 8_4 - 1p NF pgg     1727343    picked
p108_30.png  1113  4_4 8_4 - 1q NF pgg     1727348    picked
p108_31.png  1114  4_4 8_4 - 1r NF pg      1728356    picked
p108_32.png  1115  4_4 8_4 - 1s NF pg      1728483    picked
p108_33.png  1116  4_4 8_4 - 1t NF p1      1728482    auto
p108_40.png  1117  4_2 9_4 - 1a MN p4g     37727      auto
p108_41.png  1118  4_2 9_6 - 1a MN p6m     202        auto
p108_42.png  1119  4_2 9_6 - 1b N p6       8997       auto
p108_43.png  1120  4_2 10_4 - 1a MN p31m   70651      auto
p109_00.png  1121  4_2 10_8 - 1a MN cmm    4810       auto
p109_01.png  1122  4_3 10_6 - 1a MN cmm    616        auto
p109_02.png  1123  4_3 10_6 - 1b N p2      72949      auto
p109_03.png  1124  4_3 10_6 - 1c N pgg     72953      auto
p109_10.png  1125  4_3 10_6 - 1d N pmg     72125      picked
p109_11.png  1126  4_3 10_6 - 1e N cm      72472      auto
p109_12.png  1127  4_3 10_6 - 2a MN pmg    69425      picked
p109_13.png  1128  4_2 12_6 - 1a MN p3m1   376        auto
p109_20.png  1129  4_2 12_6 - 1b N p3      25575      auto
p109_21.png  1130  4_2 12_8 - 1a MN p4m    203        auto
p109_22.png  1131  4_2 12_8 - 1b N p4      8998       auto
p109_23.png  1132  4_2 12_8 - 1c N cmm     8835       auto
p109_30.png  1133  4_2 12_8 - 1d N p4g     8327       auto
p109_31.png  1134  4_1 12_12 - 1a MN p6m   1081       auto
p109_32.png  1135  4_2 12_12 - 1a MN p6m   138        auto
p109_33.png  1136  4_2 12_12 - 1b N p6     3217       auto
p109_40.png  1137  4_2 12_12 - 1c N p31m   3118       auto
p109_41.png  1138  4_2 18_12 - 1a MN p6m   204        auto
p109_42.png  1139  4_2 18_12 - 1b N p6     8999       auto
p109_43.png  1140  4_2 18_12 - 1c N p31m   8328       auto
p110_00.png  1141  5_1 5_1 - 1Ca MN pmg    973        auto
p110_01.png  1142  5_1 5_1 - 1Cb NF p2     209074     auto
p110_02.png  1143  5_1 5_1 - 1Cc NF pgg    209075     auto
p110_03.png  1144  5_1 5_1 - 1Cd NF pg     209385     auto
p110_10.png  1145  5_2 5_2 - 1Ca MN pmm    844        auto
p110_11.png  1146  5_2 5_2 - 1Cb NF pm     208907     auto
p110_12.png  1147  5_2 5_2 - 1Cc NF pmg    208908     auto
p110_13.png  1148  5_2 5_2 - 1Cd NF p2     209053     auto
p110_20.png  1149  5_2 5_4 - 1Ca MN cmm    13528      auto
p110_21.png  1150  5_2 5_4 - 2a MN p4g     13531      auto
p110_22.png  1151  5_3 5_3 - 1a MNF p6     209339     auto
p110_23.png  1152  5_3 5_3 - 2a MN pmg     983        picked
p110_30.png  1153  5_3 5_3 - 2b NF p2      209100     picked
p110_31.png  1154  5_3 5_3 - 2c NF pgg     209105     picked
p110_32.png  1155  5_3 5_3 - 2d NF pgg     209203     picked
p110_33.png  1156  5_3 5_3 - 2e NF pg      209403     picked
p110_40.png  1157  5_3 5_3 - 3Ca MNF p3    209337     auto
p110_41.png  1158  5_3 5_3 - 4Ca MNF pmg   209028     picked
p110_42.png  1159  5_3 5_3 - 5Ca MNF p2    209209     picked
p110_43.png  1160  5_3 5_3 - 6Ca MN cm     974        auto
p111_00.png  1161  5_3 5_3 - 6Cb NF pg     209471     picked
p111_01.png  1162  5_3 5_3 - 6Cc NF p1     209472     auto
p111_02.png  1163  5_3 5_3 - 7a MNF pgg    209210     picked
p111_03.png  1164  5_3 5_3 - 8Ca MNF p4    209338     auto
p111_10.png  1165  5_3 5_3 - 9Ca MNF pg    209516     picked
p111_11.png  1166  5_4 5_4 - 1Ca MNF pgg   209222     picked
p111_12.png  1167  5_4 5_4 - 2Ca MNF p2    209217     picked
p111_13.png  1168  5_4 5_4 - 3Ca MN cmm    880        auto
p111_20.png  1169  5_4 5_4 - 3Cb NF p2     209215     picked
p111_21.png  1170  5_4 5_4 - 3Cc NF pgg    209220     picked
p111_22.png  1171  5_1 6_6 - 1a MN p6m     93         auto
p111_23.png  1172  5_1 6_6 - 1b N p6       3148       auto
p111_30.png  1173  5_1 6_6 - 1c N p31m     3054       auto
p111_31.png  1174  5_2 6_2 - 1a MN cmm     1344       auto
p111_32.png  1175  5_2 6_2 - 1b NF pmg     600158     auto
p111_33.png  1176  5_2 6_2 - 1c NF cm      600159     auto
p111_40.png  1177  5_2 6_2 - 1d NF p2      600494     auto
p111_41.png  1178  5_2 6_2 - 1e NF pgg     600495     auto
p111_42.png  1179  5_2 6_4 - 1a MN p31m    24578      auto
p111_43.png  1180  5_2 6_4 - 2a MN pmm     311        auto
p112_00.png  1181  5_2 6_4 - 2b N pmg      25468      picked
p112_01.png  1182  5_2 6_4 - 2c N p2       25510      auto
p112_02.png  1183  5_2 6_4 - 2d N cmm      25151      auto
p112_03.png  1184  5_2 6_4 - 2e N pmg      25152      picked
p112_10.png  1185  5_2 6_4 - 2f N pm       23960      auto
p112_11.png  1186  5_2 6_4 - 2g N pmg      23961      picked
p112_12.png  1187  5_2 6_6 - 1a MN p6m     225        auto
p112_13.png  1188  5_2 6_6 - 1b N p6       9033       auto
p112_20.png  1189  5_3 6_3 - 1a MNF p6     601144     picked
p112_21.png  1190  5_3 6_3 - 2a MN cmm     1360       auto
p112_22.png  1191  5_3 6_3 - 2b NF pmg     600180     auto
p112_23.png  1192  5_3 6_3 - 2c NF p2      600516     auto
p112_30.png  1193  5_3 6_3 - 2d NF cm      600181     auto
p112_31.png  1194  5_3 6_3 - 2e NF pgg     600517     auto
p112_32.png  1195  5_3 6_3 - 3a MNF p4     601143     auto
p112_33.png  1196  5_3 6_3 - 4a MNF p6     601142     picked
p112_40.png  1197  5_3 6_6 - la MN pmg     25164      picked
p112_41.png  1198  5_3 6_6 - 2a MN cmm     360        auto
p112_42.png  1199  5_3 6_6 - 2b N p2       25546      auto
p112_43.png  1200  5_3 6_6 - 2c N pgg      25638      auto
p113_00.png  1201  5_3 6_6 - 2d N pmg      25338      picked
p113_01.png  1202  5_3 6_6 - 2e N cm       25347      auto
p113_02.png  1203  5_4 6_4 - 1a MN cmm     1637       auto
p113_03.png  1204  5_4 6_4 - 1b NF p2      601101     picked
p113_10.png  1205  5_4 6_4 - 1c NF pgg     601141     picked
p113_11.png  1206  5_4 6_4 - 2a MNF p2     601074     picked
p113_12.png  1207  5_4 6_4 - 3a MNF pgg    601097     picked
p113_13.png  1208  5_3 7_3 - 1a MN p31m    2868       auto
p113_20.png  1209  5_3 7_3 - 1b NF p3      1727825    auto
p113_21.png  1210  5_3 7_3 - 2a MN pmg     2694       auto
p113_22.png  1211  5_3 7_3 - 2b NF p2      1726810    auto
p113_23.png  1212  5_3 7_3 - 2c NF pgg     1727311    picked
p113_30.png  1213  5_3 7_3 - 2d NF pgg     1726816    picked
p113_31.png  1214  5_3 7_3 - 2e NF pg      1727981    auto
p113_32.png  1215  5_4 7_4 - 1a MN cmm     2417       auto
p113_33.png  1216  5_4 7_4 - 1b NF p2      1727308    auto
p113_40.png  1217  5_4 7_4 - 1c NF pgg     1727349    picked
p113_41.png  1218  5_4 7_4 - 2a MNF pgg    1727363    picked
p113_42.png  1219  5_2 8_8 - 1a MN p4m     226        auto
p113_43.png  1220  5_2 8_8 - 1b N p4       9034       auto
p114_00.png  1221  5_2 8_8 - 1c N cmm      8873       auto
p114_01.png  1222  5_2 8_8 - 1d N p4g      8881       auto
p114_02.png  1223  5_3 8_6 - 1a MN cmm     617        auto
p114_03.png  1224  5_3 8_6 - 1b N p2       72950      auto
p114_10.png  1225  5_3 8_6 - 1c N pgg      72954      auto
p114_11.png  1226  5_3 8_6 - 1d N pmg      69439      picked
p114_12.png  1227  5_3 8_6 - 1e N cm       69445      auto
p114_13.png  1228  5_3 8_6 - 2a MN pmg     72126      picked
p114_20.png  1229  5_2 12_12 - 1a MN p6m   227        auto
p114_21.png  1230  5_2 12_12 - 1b N p6     9035       auto
p114_22.png  1231  5_2 12_12 - 1c N p31m   8882       auto
p114_23.png  1232  6_1 6_6 - 1Ca MN p6     8906       auto
p114_30.png  1233  6_2 6_2 - 1Ca MN pmg    2994       auto
p114_31.png  1234  6_2 6_2 - 1Cb NF p2     1726795    auto
p114_32.png  1235  6_2 6_2 - 1Cc NF pgg    1726796    auto
p114_33.png  1236  6_2 6_2 - 1Cd NF pg     1727967    auto
p114_40.png  1237  6_2 6_4 - 1Ca MN cmm    558        auto
p114_41.png  1238  6_2 6_4 - 1Cb N p2      72807      auto
p114_42.png  1239  6_2 6_4 - 1Cc N pgg     72842      auto
p114_43.png  1240  6_2 6_4 - 1Cd N pmg     69293      auto
p115_00.png  1241  6_2 6_4 - 1Ce N cm      69294      auto
p115_01.png  1242  6_2 6_6 - 1Ca MN p6m    37         auto
p115_02.png  1243  6_2 6_6 - 1Cb N p6      422        auto
p115_03.png  1244  6_2 6_6 - 1Cc N p3      25589      auto
p115_10.png  1245  6_2 6_6 - 1Cd N p3m1    383        auto
p115_11.png  1246  6_2 6_6 - 1Ce N p31m    342        auto
p115_12.png  1247  6_3 6_6 - 1Ca MN p6m    21         auto
p115_13.png  1248  6_3 6_6 - 1Cb N p6      149        auto
p115_20.png  1249  6_3 6_6 - 1Cc N p2      72960      auto
p115_21.png  1250  6_3 6_6 - 1Cd N pgg     72972      auto
p115_22.png  1251  6_3 6_6 - 1Ce N p31m    145        auto
p115_23.png  1252  6_3 6_6 - 1Cf N pmg     72459      auto
p115_30.png  1253  6_3 6_6 - 1Cg N cm      72474      auto
p115_31.png  1254  6_3 6_6 - 1Ch N cmm     623        auto
p115_32.png  1255  6_4 6_4 - 1Ca MN pmm    107        auto
p115_33.png  1256  6_4 6_4 - 1Cb N p2      3196       picked
p115_40.png  1257  6_4 6_4 - 1Cc N pm      3094       picked
p115_41.png  1258  6_4 6_4 - 1Cd N cmm     2425       auto
p115_42.png  1259  6_4 6_4 - 1Ce N pmg     3100       picked
p115_43.png  1260  6_4 6_4 - 1Cf N pm      2871       picked
p116_00.png  1261  6_4 6_4 - 1Cg N pmg     2875       picked
p116_01.png  1262  6_4 6_4 - 1Ch NF p2     1727384    picked
p116_02.png  1263  6_4 6_4 - 1Ci NF pgg    1727385    picked
p116_03.png  1264  6_4 6_4 - 1Cj NF pg     1728480    picked
p116_10.png  1265  6_4 6_4 - 1Ck NF pg     1728475    picked
p116_11.png  1266  6_4 6_4 - 1Cl NF p1     1728474    auto
p116_12.png  1267  6_4 6_4 - 2Ca MN pmg    2697       picked
p116_13.png  1268  6_4 6_4 - 2Cb NF p2     1727337    picked
p116_20.png  1269  6_4 6_4 - 2Cc NF pgg    1727342    picked
p116_21.png  1270  6_4 6_4 - 2Cd NF pg     1728357    picked
